,birth_country,year,destination,population
4330,Lesotho,2001,Northern Territory,0
4331,Madagascar,2001,Northern Territory,10
4332,Malawi,2001,Northern Territory,10
4333,Mauritius,2001,Northern Territory,30
4334,Mayotte,2001,Northern Territory,0
4335,Mozambique,2001,Northern Territory,20
4336,Namibia,2001,Northern Territory,10
4337,Reunion,2001,Northern Territory,0
4338,Rwanda,2001,Northern Territory,0
4339,St Helena,2001,Northern Territory,0
4340,Seychelles,2001,Northern Territory,30
4341,Somalia,2001,Northern Territory,10
4342,South Africa,2001,Northern Territory,400
4343,Eswatini,2001,Northern Territory,0
4344,Tanzania,2001,Northern Territory,20
4345,Uganda,2001,Northern Territory,20
4346,Zambia,2001,Northern Territory,60
4347,Zimbabwe,2001,Northern Territory,140
4348,"S & E Afr, nec",2001,Northern Territory,0
4349,Inadequately described,2001,Northern Territory,0
4351,Norfolk Island,2001,Australian Capital Territory,10
4352,"Aust E T, nec",2001,Australian Capital Territory,0
4353,New Zealand,2001,Australian Capital Territory,4360
4354,New Caledonia,2001,Australian Capital Territory,20
4355,PNG,2001,Australian Capital Territory,820
4356,Solomon Islands,2001,Australian Capital Territory,20
4357,Vanuatu,2001,Australian Capital Territory,30
4358,Guam,2001,Australian Capital Territory,0
4359,Kiribati,2001,Australian Capital Territory,10
4360,Marshall Is,2001,Australian Capital Territory,0
4361,"Micronesia, F S",2001,Australian Capital Territory,0
4362,Nauru,2001,Australian Capital Territory,10
4363,N Mariana Is,2001,Australian Capital Territory,0
4364,Palau,2001,Australian Capital Territory,0
4365,Cook Islands,2001,Australian Capital Territory,20
4366,Fiji,2001,Australian Capital Territory,620
4367,French Poly,2001,Australian Capital Territory,0
4368,Niue,2001,Australian Capital Territory,10
4369,Samoa,2001,Australian Capital Territory,150
4370,Samoa American,2001,Australian Capital Territory,0
4371,Tokelau,2001,Australian Capital Territory,0
4372,Tonga,2001,Australian Capital Territory,150
4373,Tuvalu,2001,Australian Capital Territory,0
4374,Wallis/Futuna,2001,Australian Capital Territory,0
4375,Pitcairn Is,2001,Australian Capital Territory,0
4376,"Polynesia, nec",2001,Australian Capital Territory,0
4377,Adelie Land,2001,Australian Capital Territory,0
4378,Argentinian A T,2001,Australian Capital Territory,0
4379,Australian A T,2001,Australian Capital Territory,0
4380,British A T,2001,Australian Capital Territory,0
4381,Chilean A T,2001,Australian Capital Territory,0
4382,Queen Maud Land,2001,Australian Capital Territory,0
4383,Ross Dependency,2001,Australian Capital Territory,0
4384,England,2001,Australian Capital Territory,15240
4385,Isle of Man,2001,Australian Capital Territory,10
4386,N'thern Ireland,2001,Australian Capital Territory,370
4387,Scotland,2001,Australian Capital Territory,2590
4388,Wales,2001,Australian Capital Territory,530
4389,Guernsey,2001,Australian Capital Territory,0
4390,Jersey,2001,Australian Capital Territory,20
4391,Ireland,2001,Australian Capital Territory,780
4392,Austria,2001,Australian Capital Territory,650
4393,Belgium,2001,Australian Capital Territory,160
4394,France,2001,Australian Capital Territory,480
4395,Germany,2001,Australian Capital Territory,2790
4396,Liechtenstein,2001,Australian Capital Territory,0
4397,Luxembourg,2001,Australian Capital Territory,0
4398,Monaco,2001,Australian Capital Territory,0
4399,Netherlands,2001,Australian Capital Territory,1570
4400,Switzerland,2001,Australian Capital Territory,280
4401,Denmark,2001,Australian Capital Territory,170
4402,Faroe Islands,2001,Australian Capital Territory,0
4403,Finland,2001,Australian Capital Territory,790
4404,Greenland,2001,Australian Capital Territory,0
4405,Iceland,2001,Australian Capital Territory,10
4406,Norway,2001,Australian Capital Territory,100
4407,Sweden,2001,Australian Capital Territory,130
4408,Aland Islands,2001,Australian Capital Territory,0
4409,Andorra,2001,Australian Capital Territory,0
4410,Gibraltar,2001,Australian Capital Territory,10
4411,Holy See,2001,Australian Capital Territory,0
4412,Italy,2001,Australian Capital Territory,2530
4413,Malta,2001,Australian Capital Territory,380
4414,Portugal,2001,Australian Capital Territory,240
4415,San Marino,2001,Australian Capital Territory,0
4416,Spain,2001,Australian Capital Territory,650
4417,Albania,2001,Australian Capital Territory,0
4418,Bosnia/Herzegov,2001,Australian Capital Territory,480
4419,Bulgaria,2001,Australian Capital Territory,40
4420,Croatia,2001,Australian Capital Territory,1990
4421,Cyprus,2001,Australian Capital Territory,140
4422,North Macedonia,2001,Australian Capital Territory,420
4423,Greece,2001,Australian Capital Territory,1450
4424,Moldova,2001,Australian Capital Territory,0
4425,Romania,2001,Australian Capital Territory,160
4426,Slovenia,2001,Australian Capital Territory,250
4427,Montenegro,2001,Australian Capital Territory,140
4428,Serbia,2001,Australian Capital Territory,1160
4429,Kosovo,2001,Australian Capital Territory,0
4430,Belarus,2001,Australian Capital Territory,10
4431,Czechia,2001,Australian Capital Territory,270
4432,Estonia,2001,Australian Capital Territory,70
4433,Hungary,2001,Australian Capital Territory,550
4434,Latvia,2001,Australian Capital Territory,200
4435,Lithuania,2001,Australian Capital Territory,100
4436,Poland,2001,Australian Capital Territory,1460
4437,Russia,2001,Australian Capital Territory,300
4438,Slovakia,2001,Australian Capital Territory,80
4439,Ukraine,2001,Australian Capital Territory,180
4440,Algeria,2001,Australian Capital Territory,10
4441,Egypt,2001,Australian Capital Territory,250
4442,Libya,2001,Australian Capital Territory,20
4443,Morocco,2001,Australian Capital Territory,20
4444,Sudan,2001,Australian Capital Territory,40
4445,Tunisia,2001,Australian Capital Territory,0
4446,Western Sahara,2001,Australian Capital Territory,0
4447,Sp North Africa,2001,Australian Capital Territory,0
4448,South Sudan,2001,Australian Capital Territory,0
4449,Bahrain,2001,Australian Capital Territory,20
4450,Gaza Str/W Bank,2001,Australian Capital Territory,50
4451,Iran,2001,Australian Capital Territory,320
4452,Iraq,2001,Australian Capital Territory,90
4453,Israel,2001,Australian Capital Territory,70
4454,Jordan,2001,Australian Capital Territory,60
4455,Kuwait,2001,Australian Capital Territory,50
4456,Lebanon,2001,Australian Capital Territory,410
4457,Oman,2001,Australian Capital Territory,10
4458,Qatar,2001,Australian Capital Territory,10
4459,Saudi Arabia,2001,Australian Capital Territory,50
4460,Syria,2001,Australian Capital Territory,40
4461,Turkey,2001,Australian Capital Territory,170
4462,Unit Arab Emir,2001,Australian Capital Territory,50
4463,Yemen,2001,Australian Capital Territory,20
4464,Myanmar,2001,Australian Capital Territory,300
4465,Cambodia,2001,Australian Capital Territory,240
4466,Laos,2001,Australian Capital Territory,720
4467,Thailand,2001,Australian Capital Territory,750
4468,Vietnam,2001,Australian Capital Territory,2350
4469,Brunei,2001,Australian Capital Territory,40
4470,Indonesia,2001,Australian Capital Territory,650
4471,Malaysia,2001,Australian Capital Territory,1740
4472,Philippines,2001,Australian Capital Territory,1550
4473,Singapore,2001,Australian Capital Territory,730
4474,Timor-Leste,2001,Australian Capital Territory,20
4475,China,2001,Australian Capital Territory,2200
4476,Hong Kong,2001,Australian Capital Territory,1090
4477,Macau,2001,Australian Capital Territory,20
4478,Mongolia,2001,Australian Capital Territory,10
4479,Taiwan,2001,Australian Capital Territory,230
4480,Japan,2001,Australian Capital Territory,520
4481,"Korea, North",2001,Australian Capital Territory,20
4482,"Korea, South",2001,Australian Capital Territory,670
4483,Bangladesh,2001,Australian Capital Territory,450
4484,Bhutan,2001,Australian Capital Territory,10
4485,India,2001,Australian Capital Territory,1930
4486,Maldives,2001,Australian Capital Territory,10
4487,Nepal,2001,Australian Capital Territory,60
4488,Pakistan,2001,Australian Capital Territory,330
4489,Sri Lanka,2001,Australian Capital Territory,1660
4490,Afghanistan,2001,Australian Capital Territory,180
4491,Armenia,2001,Australian Capital Territory,0
4492,Azerbaijan,2001,Australian Capital Territory,0
4493,Georgia,2001,Australian Capital Territory,10
4494,Kazakhstan,2001,Australian Capital Territory,10
4495,Kyrgyzstan,2001,Australian Capital Territory,0
4496,Tajikistan,2001,Australian Capital Territory,0
4497,Turkmenistan,2001,Australian Capital Territory,0
4498,Uzbekistan,2001,Australian Capital Territory,10
4499,Bermuda,2001,Australian Capital Territory,10
4500,Canada,2001,Australian Capital Territory,900
4501,St Pierre/Mique,2001,Australian Capital Territory,0
4502,USA,2001,Australian Capital Territory,2170
4503,Argentina,2001,Australian Capital Territory,240
4504,Bolivia,2001,Australian Capital Territory,10
4505,Brazil,2001,Australian Capital Territory,170
4506,Chile,2001,Australian Capital Territory,810
4507,Colombia,2001,Australian Capital Territory,70
4508,Ecuador,2001,Australian Capital Territory,20
4509,Falkland Is,2001,Australian Capital Territory,10
4510,French Guiana,2001,Australian Capital Territory,0
4511,Guyana,2001,Australian Capital Territory,10
4512,Paraguay,2001,Australian Capital Territory,0
4513,Peru,2001,Australian Capital Territory,120
4514,Suriname,2001,Australian Capital Territory,0
4515,Uruguay,2001,Australian Capital Territory,100
4516,Venezuela,2001,Australian Capital Territory,40
4517,"S America, nec",2001,Australian Capital Territory,0
4518,Belize,2001,Australian Capital Territory,0
4519,Costa Rica,2001,Australian Capital Territory,10
4520,El Salvador,2001,Australian Capital Territory,170
4521,Guatemala,2001,Australian Capital Territory,0
4522,Honduras,2001,Australian Capital Territory,0
4523,Mexico,2001,Australian Capital Territory,60
4524,Nicaragua,2001,Australian Capital Territory,40
4525,Panama,2001,Australian Capital Territory,0
4526,Anguilla,2001,Australian Capital Territory,0
4527,Antigua/Barbuda,2001,Australian Capital Territory,0
4528,Aruba,2001,Australian Capital Territory,0
4529,Bahamas,2001,Australian Capital Territory,0
4530,Barbados,2001,Australian Capital Territory,0
4531,Cayman Islands,2001,Australian Capital Territory,0
4532,Cuba,2001,Australian Capital Territory,0
4533,Dominica,2001,Australian Capital Territory,0
4534,Dominican Rep,2001,Australian Capital Territory,0
4535,Grenada,2001,Australian Capital Territory,0
4536,Guadeloupe,2001,Australian Capital Territory,0
4537,Haiti,2001,Australian Capital Territory,10
4538,Jamaica,2001,Australian Capital Territory,40
4539,Martinique,2001,Australian Capital Territory,0
4540,Montserrat,2001,Australian Capital Territory,0
4541,Puerto Rico,2001,Australian Capital Territory,0
4542,St Kitts/Nevis,2001,Australian Capital Territory,0
4543,St Lucia,2001,Australian Capital Territory,0
4544,St Vinc/Grenad,2001,Australian Capital Territory,0
4545,Trinidad/Tobago,2001,Australian Capital Territory,30
4546,Turks/Caicos Is,2001,Australian Capital Territory,0
4547,"Virgin Is, Brit",2001,Australian Capital Territory,0
4548,"Virgin Is, US",2001,Australian Capital Territory,0
4549,St Barthelemy,2001,Australian Capital Territory,0
4550,St Martin (Fr),2001,Australian Capital Territory,0
4551,Bonaire/SE/Saba,2001,Australian Capital Territory,0
4552,Curacao,2001,Australian Capital Territory,0
4553,Sint Maarten Dp,2001,Australian Capital Territory,0
4554,Benin,2001,Australian Capital Territory,0
4555,Burkina Faso,2001,Australian Capital Territory,0
4556,Cameroon,2001,Australian Capital Territory,0
4557,Cabo Verde,2001,Australian Capital Territory,0
4558,Cent Africa Rep,2001,Australian Capital Territory,0
4559,Chad,2001,Australian Capital Territory,0
4560,"Congo, Rep",2001,Australian Capital Territory,10
4561,"Congo, Dem Rep",2001,Australian Capital Territory,10
4562,Cote d'Ivoire,2001,Australian Capital Territory,0
4563,Equator Guinea,2001,Australian Capital Territory,0
4564,Gabon,2001,Australian Capital Territory,0
4565,Gambia,2001,Australian Capital Territory,0
4566,Ghana,2001,Australian Capital Territory,130
4567,Guinea,2001,Australian Capital Territory,0
4568,Guinea-Bissau,2001,Australian Capital Territory,0
4569,Liberia,2001,Australian Capital Territory,0
4570,Mali,2001,Australian Capital Territory,0
4571,Mauritania,2001,Australian Capital Territory,0
4572,Niger,2001,Australian Capital Territory,0
4573,Nigeria,2001,Australian Capital Territory,50
4574,Sao Tome/Princ,2001,Australian Capital Territory,0
4575,Senegal,2001,Australian Capital Territory,0
4576,Sierra Leone,2001,Australian Capital Territory,10
4577,Togo,2001,Australian Capital Territory,0
4578,Angola,2001,Australian Capital Territory,10
4579,Botswana,2001,Australian Capital Territory,20
4580,Burundi,2001,Australian Capital Territory,0
4581,Comoros,2001,Australian Capital Territory,0
4582,Djibouti,2001,Australian Capital Territory,0
4583,Eritrea,2001,Australian Capital Territory,20
4584,Ethiopia,2001,Australian Capital Territory,70
4585,Kenya,2001,Australian Capital Territory,230
4586,Lesotho,2001,Australian Capital Territory,0
4587,Madagascar,2001,Australian Capital Territory,0
4588,Malawi,2001,Australian Capital Territory,20
4589,Mauritius,2001,Australian Capital Territory,130
4590,Mayotte,2001,Australian Capital Territory,0
4591,Mozambique,2001,Australian Capital Territory,30
4592,Namibia,2001,Australian Capital Territory,10
4593,Reunion,2001,Australian Capital Territory,0
4594,Rwanda,2001,Australian Capital Territory,0
4595,St Helena,2001,Australian Capital Territory,0
4596,Seychelles,2001,Australian Capital Territory,10
4597,Somalia,2001,Australian Capital Territory,30
4598,South Africa,2001,Australian Capital Territory,1010
4599,Eswatini,2001,Australian Capital Territory,10
4600,Tanzania,2001,Australian Capital Territory,60
4601,Uganda,2001,Australian Capital Territory,50
4602,Zambia,2001,Australian Capital Territory,80
4603,Zimbabwe,2001,Australian Capital Territory,210
4604,"S & E Afr, nec",2001,Australian Capital Territory,0
4862,Norfolk Island,2006,New South Wales,90
4863,"Aust E T, nec",2006,New South Wales,0
4864,New Zealand,2006,New South Wales,120010
4865,New Caledonia,2006,New South Wales,510
4866,PNG,2006,New South Wales,5910
4867,Solomon Islands,2006,New South Wales,560
4868,Vanuatu,2006,New South Wales,500
4869,Guam,2006,New South Wales,20
4870,Kiribati,2006,New South Wales,130
4871,Marshall Is,2006,New South Wales,10
4872,"Micronesia, F S",2006,New South Wales,10
4873,Nauru,2006,New South Wales,80
4874,N Mariana Is,2006,New South Wales,0
4875,Palau,2006,New South Wales,0
4876,Cook Islands,2006,New South Wales,2330
4877,Fiji,2006,New South Wales,33570
4878,French Poly,2006,New South Wales,150
4879,Niue,2006,New South Wales,300
4880,Samoa,2006,New South Wales,7740
4881,Samoa American,2006,New South Wales,70
4882,Tokelau,2006,New South Wales,250
4883,Tonga,2006,New South Wales,5670
4884,Tuvalu,2006,New South Wales,20
4885,Wallis/Futuna,2006,New South Wales,10
4886,Pitcairn Is,2006,New South Wales,0
4887,"Polynesia, nec",2006,New South Wales,0
4888,Adelie Land,2006,New South Wales,0
4889,Argentinian A T,2006,New South Wales,0
4890,Australian A T,2006,New South Wales,0
4891,British A T,2006,New South Wales,0
4892,Chilean A T,2006,New South Wales,0
4893,Queen Maud Land,2006,New South Wales,0
4894,Ross Dependency,2006,New South Wales,0
4895,England,2006,New South Wales,240810
4896,Isle of Man,2006,New South Wales,180
4897,N'thern Ireland,2006,New South Wales,6220
4898,Scotland,2006,New South Wales,34990
4899,Wales,2006,New South Wales,8770
4900,Guernsey,2006,New South Wales,130
4901,Jersey,2006,New South Wales,230
4902,Ireland,2006,New South Wales,19620
4903,Austria,2006,New South Wales,7130
4904,Belgium,2006,New South Wales,1880
4905,France,2006,New South Wales,8180
4906,Germany,2006,New South Wales,36410
4907,Liechtenstein,2006,New South Wales,10
4908,Luxembourg,2006,New South Wales,50
4909,Monaco,2006,New South Wales,20
4910,Netherlands,2006,New South Wales,21860
4911,Switzerland,2006,New South Wales,4290
4912,Denmark,2006,New South Wales,3240
4913,Faroe Islands,2006,New South Wales,10
4914,Finland,2006,New South Wales,2830
4915,Greenland,2006,New South Wales,10
4916,Iceland,2006,New South Wales,210
4917,Norway,2006,New South Wales,1420
4918,Sweden,2006,New South Wales,3080
4919,Aland Islands,2006,New South Wales,0
4920,Andorra,2006,New South Wales,20
4921,Gibraltar,2006,New South Wales,110
4922,Holy See,2006,New South Wales,0
4923,Italy,2006,New South Wales,60590
4924,Malta,2006,New South Wales,19940
4925,Portugal,2006,New South Wales,10080
4926,San Marino,2006,New South Wales,0
4927,Spain,2006,New South Wales,5970
4928,Albania,2006,New South Wales,250
4929,Bosnia/Herzegov,2006,New South Wales,12370
4930,Bulgaria,2006,New South Wales,1110
4931,Croatia,2006,New South Wales,25990
4932,Cyprus,2006,New South Wales,8240
4933,North Macedonia,2006,New South Wales,22330
4934,Greece,2006,New South Wales,41520
4935,Moldova,2006,New South Wales,190
4936,Romania,2006,New South Wales,4730
4937,Slovenia,2006,New South Wales,2980
4938,Montenegro,2006,New South Wales,560
4939,Serbia,2006,New South Wales,12710
4940,Kosovo,2006,New South Wales,0
4941,Belarus,2006,New South Wales,440
4942,Czechia,2006,New South Wales,5500
4943,Estonia,2006,New South Wales,670
4944,Hungary,2006,New South Wales,9170
4945,Latvia,2006,New South Wales,1840
4946,Lithuania,2006,New South Wales,990
4947,Poland,2006,New South Wales,18450
4948,Russia,2006,New South Wales,7100
4949,Slovakia,2006,New South Wales,2740
4950,Ukraine,2006,New South Wales,6180
4951,Algeria,2006,New South Wales,620
4952,Egypt,2006,New South Wales,20300
4953,Libya,2006,New South Wales,440
4954,Morocco,2006,New South Wales,620
4955,Sudan,2006,New South Wales,6500
4956,Tunisia,2006,New South Wales,240
4957,Western Sahara,2006,New South Wales,0
4958,Sp North Africa,2006,New South Wales,0
4959,South Sudan,2006,New South Wales,0
4960,Bahrain,2006,New South Wales,410
4961,Gaza Str/W Bank,2006,New South Wales,1810
4962,Iran,2006,New South Wales,14910
4963,Iraq,2006,New South Wales,24870
4964,Israel,2006,New South Wales,3810
4965,Jordan,2006,New South Wales,2960
4966,Kuwait,2006,New South Wales,1710
4967,Lebanon,2006,New South Wales,64060
4968,Oman,2006,New South Wales,170
4969,Qatar,2006,New South Wales,190
4970,Saudi Arabia,2006,New South Wales,1250
4971,Syria,2006,New South Wales,5350
4972,Turkey,2006,New South Wales,15650
4973,Unit Arab Emir,2006,New South Wales,1010
4974,Yemen,2006,New South Wales,170
4975,Myanmar,2006,New South Wales,4380
4976,Cambodia,2006,New South Wales,11580
4977,Laos,2006,New South Wales,5710
4978,Thailand,2006,New South Wales,13710
4979,Vietnam,2006,New South Wales,71110
4980,Brunei,2006,New South Wales,420
4981,Indonesia,2006,New South Wales,25730
4982,Malaysia,2006,New South Wales,26650
4983,Philippines,2006,New South Wales,68220
4984,Singapore,2006,New South Wales,11010
4985,Timor-Leste,2006,New South Wales,2620
4986,China,2006,New South Wales,139440
4987,Hong Kong,2006,New South Wales,43290
4988,Macau,2006,New South Wales,1080
4989,Mongolia,2006,New South Wales,110
4990,Taiwan,2006,New South Wales,8590
4991,Japan,2006,New South Wales,12810
4992,"Korea, North",2006,New South Wales,310
4993,"Korea, South",2006,New South Wales,35180
4994,Bangladesh,2006,New South Wales,12260
4995,Bhutan,2006,New South Wales,40
4996,India,2006,New South Wales,66730
4997,Maldives,2006,New South Wales,60
4998,Nepal,2006,New South Wales,2940
4999,Pakistan,2006,New South Wales,9390
5000,Sri Lanka,2006,New South Wales,22860
